tradeDate,000001,000002,000063,000066,000069,000100,000157,000166,000333,000338,000425,000538,000568,000596,000625,000627,000651,000656,000661,000671,000703,000708,000723,000725,000728,000768,000776,000783,000786,000858,000860,000876,000895,000938,000961,000963,000977,001979,002001,002007,002008,002024,002027,002032,002044,002049,002050,002120,002129,002142,002146,002153,002157,002179,002202,002230,002236,002241,002252,002271,002304,002311,002352,002371,002384,002410,002414,002415,002422,002456,002460,002463,002475,002493,002508,002555,002558,002594,002600,002601,002602,002607,002624,002673,002714,002736,002739,002773,002812,002821,002841,002916,002938,002939,002945,002958,003816,300003,300014,300015,300033,300059,300122,300124,300136,300142,300144,300347,300408,300413,300433,300498,300529,300601,300628,300676,600000,600004,600009,600010,600011,600015,600016,600018,600019,600025,600027,600028,600029,600030,600031,600036,600048,600050,600061,600066,600068,600085,600104,600109,600111,600115,600118,600150,600161,600176,600177,600183,600196,600208,600233,600271,600276,600297,600299,600309,600332,600340,600346,600352,600362,600369,600383,600390,600406,600436,600438,600482,600487,600489,600498,600519,600522,600547,600570,600584,600585,600588,600600,600606,600637,600655,600660,600690,600703,600705,600741,600745,600760,600763,600795,600809,600837,600845,600848,600872,600886,600887,600893,600900,600918,600919,600926,600958,600989,600998,600999,601006,601009,601012,601021,601066,601077,601088,601100,601108,601111,601117,601138,601155,601162,601166,601169,601186,601198,601211,601216,601225,601229,601231,601236,601238,601288,601318,601319,601328,601336,601360,601377,601390,601398,601555,601577,601600,601601,601607,601618,601628,601633,601658,601668,601669,601688,601696,601698,601727,601766,601788,601800,601808,601816,601818,601838,601857,601872,601877,601878,601881,601888,601899,601901,601916,601919,601933,601939,601985,601988,601989,601990,601998,603019,603087,603156,603160,603195,603259,603288,603369,603392,603501,603658,603799,603833,603899,603986,603993,688008,688009,688012,688036
2016-06-01,8.058,,13.417,10.74,5.36,3.03,3.45,5.797000000000001,20.19,3.347,3.075,54.958999999999996,22.379,40.036,12.437999999999999,7.449,,3.0269999999999997,44.798,5.66,5.011,5.367999999999999,6.252000000000001,2.242,8.832,16.948,14.155999999999999,9.422,8.311,27.265,16.836,7.596,16.13,21.769000000000002,6.544,16.905,19.936,12.148,8.582,15.502,22.488000000000003,10.815999999999999,8.115,23.744,10.059,42.23,5.069,,,10.174,5.375,18.840999999999998,6.367000000000001,23.875,9.697000000000001,19.299,12.702,13.085999999999999,20.721,5.935,62.037,15.991,16.301,31.654,12.629000000000001,12.373,6.124,12.897,13.958,11.475,21.261999999999997,5.827999999999999,5.694,3.4789999999999996,23.871,,32.774,58.632,6.315,9.963,6.582999999999999,5.6129999999999995,25.249000000000002,20.222,5.7379999999999995,13.618,,33.484,,,,,,,,,,17.516,9.73,8.509,75.704,8.762,14.118,11.929,18.252,,13.559000000000001,19.545,16.535999999999998,15.432,16.629,22.755,,,,,11.099,7.763,26.18,2.119,6.332999999999999,7.402,6.1610000000000005,4.558,4.0169999999999995,,4.54,3.514,6.558,14.908,4.666,15.158,7.222,3.8139999999999996,10.692,15.607999999999999,5.099,25.678,15.367,12.532,14.774000000000001,6.472,31.237,22.519000000000002,11.581,5.105,5.755,5.74,18.039,3.761,16.899,24.147,13.943,7.455,11.968,11.545,22.017,16.405,3.9930000000000003,7.962999999999999,12.753,7.535,8.626,,12.385,37.334,6.2620000000000005,31.52,8.375,9.475,22.48,244.298,8.588,14.892000000000001,35.951,18.678,12.175,8.517999999999999,27.984,9.488,,9.517999999999999,12.103,8.262,11.890999999999998,5.349,11.747,25.136999999999997,8.52,27.129,2.544,19.684,14.133,10.765999999999998,,11.517999999999999,5.728,13.505999999999998,33.676,10.302,,,,16.066,,16.636,12.357000000000001,4.8839999999999995,5.621,6.763,48.365,,,9.896,5.5120000000000005,,6.612,4.815,,8.079,,13.205,6.024,9.156,22.594,16.277,2.8760000000000003,3.905,,9.729,,15.244000000000002,2.329,28.228,,4.281000000000001,39.275999999999996,10.780999999999999,7.497000000000001,6.602,3.428,10.815999999999999,,4.08,23.294,16.609,3.447,20.132,7.523,,3.327,5.5889999999999995,16.392,,,7.505,8.652000000000001,15.970999999999998,9.963,11.953,,2.9610000000000003,,6.625,4.527,16.546,,,20.910999999999998,2.7569999999999997,7.105,,5.29,3.9939999999999998,3.862,6.267,2.4530000000000003,6.1339999999999995,,4.771,18.473,,,,,,18.254,11.806,,,,17.834,,17.97,,3.985,,,,
2016-06-02,8.043,,13.475999999999999,10.868,5.377000000000001,3.03,3.4419999999999997,5.818,19.925,3.335,3.075,55.18899999999999,22.541999999999998,41.11600000000001,12.404000000000002,7.497000000000001,,3.035,44.941,5.66,5.072,5.485,6.346,2.28,8.869,17.064,14.234000000000002,9.618,8.283,27.593000000000004,16.927,7.649,16.236,21.826,6.506,16.669,19.877,12.225999999999999,8.526,15.265999999999998,22.391,10.729000000000001,8.189,23.855999999999998,10.387,41.853,5.0360000000000005,,,10.202,5.43,19.152,6.355,23.776999999999997,9.684,19.371,12.692,13.308,20.686999999999998,5.916,61.92100000000001,15.714,17.933,32.391999999999996,12.549000000000001,12.477,6.157,12.780999999999999,14.015,11.717,21.133000000000003,5.664,5.734,3.4960000000000004,23.518,,33.091,58.809,6.257000000000001,10.234,6.627999999999999,5.643,25.651999999999997,20.8,5.696000000000001,13.742,,34.141999999999996,,,,,,,,,,17.56,10.089,8.565,75.789,8.874,14.225999999999999,12.012,18.163,,13.613,19.217,17.003,15.735,16.8,22.809,,,,,10.995,7.763,26.113000000000003,2.126,6.332999999999999,7.3870000000000005,6.154,4.55,4.0089999999999995,,4.523,3.514,6.806,14.935,4.647,15.073,7.239,3.805,10.735999999999999,15.575999999999999,5.091,25.725,15.375,12.677,14.923,6.626,31.237,22.519000000000002,11.44,5.1,5.824,5.728,18.039,3.77,16.918,23.855999999999998,13.890999999999998,7.3660000000000005,12.05,11.545,23.026999999999997,16.439,3.987,8.356,12.753,7.563,8.61,,12.366,37.344,6.46,31.403000000000002,8.382,9.514,22.443,247.956,8.611,14.933,36.44,18.937,12.135,8.571,27.956,9.605,,9.562999999999999,12.218,8.425,12.144,5.483,11.699000000000002,25.026999999999997,8.759,27.279,2.544,20.211,14.105,10.985999999999999,,11.652000000000001,5.702000000000001,13.664000000000001,33.637,10.302,,,,16.057000000000002,,16.730999999999998,12.387,4.877,5.665,6.791,48.806999999999995,,,9.882,5.689,,6.763,4.815,,8.079,,13.155999999999999,6.024,9.12,22.783,16.285999999999998,2.9389999999999996,3.905,,10.690999999999999,,15.123,2.329,28.158,,4.266,39.304,10.967,7.553,6.602,3.428,10.841,,4.07,23.182,16.527,3.438,20.132,7.585,,3.3139999999999996,5.561,16.637,,,7.544,8.616,16.096,9.963,11.991,,2.945,,6.6339999999999995,4.527,17.055999999999997,,,20.953000000000003,2.7569999999999997,7.145,,5.3,4.022,3.862,6.267,2.4459999999999997,6.124,,4.73,18.754,,,,,,18.175,12.129000000000001,,,,17.785,,17.932000000000002,,4.247,,,,
2016-06-03,8.073,,13.642000000000001,10.74,5.401,3.012,3.45,5.832000000000001,20.384,3.364,3.065,56.778999999999996,23.233,44.053000000000004,12.533,7.478,,3.035,47.24100000000001,5.678999999999999,5.042,5.481,6.226,2.251,8.879,17.045,14.339,9.646,8.301,28.55,17.425,7.785,16.605999999999998,21.805,6.472,17.124000000000002,19.961,12.277999999999999,9.062999999999999,15.282,22.195999999999998,11.398,8.544,23.877,10.363,41.476000000000006,4.9,,,10.216000000000001,5.454,19.449,6.602,24.259,9.774,20.384,12.970999999999998,13.78,20.654,5.931,64.668,16.000999999999998,19.730999999999998,31.814,12.192,12.505,6.112,13.037,14.119000000000002,11.455,21.424,5.462000000000001,6.002000000000001,3.4589999999999996,23.836,,32.539,58.887,6.18,10.136000000000001,6.617999999999999,5.6129999999999995,25.346,20.775,5.836,13.796,,34.701,,,,,,,,,,17.817999999999998,10.252,8.44,78.12,9.164,14.187000000000001,12.41,18.798,,13.922,20.083,17.032,16.213,16.472,23.166,,,,,10.989,7.821000000000001,26.311999999999998,2.112,6.3420000000000005,7.3870000000000005,6.167999999999999,4.558,4.0089999999999995,,4.54,3.5,6.768,14.953,4.666,15.116,7.282,3.8139999999999996,10.655,15.687999999999999,5.091,26.365,15.626,12.784,14.774000000000001,6.559,31.197,22.539,11.597000000000001,5.111000000000001,5.827999999999999,5.71,18.35,3.77,16.832,23.913,14.245,7.197,12.286,11.681,23.035999999999998,16.385,4.006,8.265,12.763,7.526,8.602,,12.690999999999999,38.61,6.45,31.195999999999998,8.618,9.445,22.405,262.91200000000003,8.702,14.752,39.003,18.429000000000002,12.118,8.677,28.373,9.639,17.695999999999998,9.642999999999999,12.144,8.488,11.885,5.432,12.01,24.279,8.749,28.69,2.553,21.340999999999998,14.005999999999998,10.879000000000001,,11.975999999999999,5.806,14.324000000000002,33.823,10.425999999999998,,,,15.982999999999999,,16.93,12.425,4.8919999999999995,5.6739999999999995,7.039,49.238,,,9.911,5.619,,6.754,4.877,,8.096,,13.220999999999998,6.058,9.129,22.802,16.331,2.95,3.931,,10.324000000000002,,15.212,2.351,28.271,,4.32,39.323,10.898,7.506,6.584,3.451,10.885,,4.06,23.328000000000003,17.184,3.548,20.178,7.665,,3.327,5.58,16.909000000000002,,,7.602,8.625,16.019000000000002,9.936,12.001,,2.977,,6.6610000000000005,4.545,16.904,,,21.021,2.748,7.155,,5.3,4.031000000000001,3.885,6.385,2.4530000000000003,6.144,,4.7219999999999995,18.659000000000002,,,,,,18.309,12.899000000000001,,,,16.019000000000002,,17.941,,4.172,,,,
2016-06-06,8.081,,13.671,10.642000000000001,5.385,3.03,3.4419999999999997,5.776,20.958000000000002,3.33,3.0460000000000003,56.532,23.859,43.57,12.525,7.401,,3.0269999999999997,48.11600000000001,5.67,5.016,5.471,6.226,2.242,8.795,16.918,14.208,9.515,8.367,28.359,17.477999999999998,7.724,16.749000000000002,21.486,6.605,17.093,19.709,12.7,9.012,15.447000000000001,22.235,11.602,8.401,24.199,10.267000000000001,43.144,5.124,,,10.105,5.414,19.301,6.535,24.776,9.697000000000001,21.685,12.835999999999999,14.204,20.581999999999997,5.961,65.093,16.507,21.705,32.053000000000004,12.45,12.675,6.178999999999999,12.909,14.157,11.530999999999999,21.651,5.376,5.8839999999999995,3.444,24.359,,33.631,59.034,6.382999999999999,10.083,6.702999999999999,5.603,25.424,20.590999999999998,5.792999999999999,13.652999999999999,58.3,36.39,,,,,,,,,,17.648,11.277000000000001,8.394,78.878,9.164,13.745,12.282,19.373,,13.677999999999999,19.919,16.612000000000002,15.869000000000002,16.607,22.9,,,,,10.995,7.846,26.284000000000002,2.0909999999999997,6.359,7.358,6.182,4.523,4.0169999999999995,,4.5489999999999995,3.492,6.912000000000001,14.809000000000001,4.666,14.997,7.265,3.805,10.618,15.808,5.1160000000000005,26.101,15.504000000000001,12.667,14.655,6.742000000000001,30.980999999999998,22.37,11.395,5.061,5.843,5.655,18.293,3.846,17.507,23.855999999999998,14.212,7.308,12.213,11.488,22.999000000000002,16.559,4.071000000000001,8.255,12.790999999999999,7.45,8.712,,12.552,38.198,6.347,31.246,8.618,9.87,22.189,255.65200000000002,8.759,15.857999999999999,40.486999999999995,18.538,12.07,8.549,28.288,9.89,17.855,9.839,12.202,8.398,11.82,5.377000000000001,12.026,24.139,8.759,28.988000000000003,2.553,21.228,13.97,10.754000000000001,,11.747,5.78,14.209000000000001,33.559,10.368,,,,15.880999999999998,,16.769000000000002,12.274000000000001,4.869,5.655,7.1739999999999995,49.434,,,9.839,5.553999999999999,,6.782,4.9030000000000005,,8.157,,13.102,6.007000000000001,9.056000000000001,22.603,16.268,2.927,3.8789999999999996,,10.415999999999999,,15.034,2.344,28.07,,4.313,38.818000000000005,10.859000000000002,7.403,6.556,3.4589999999999996,10.798,,4.06,23.319000000000003,17.038,3.512,19.927,7.6739999999999995,,3.32,5.5520000000000005,16.909000000000002,,,7.602,8.616,15.904000000000002,9.954,11.905,,2.9610000000000003,,6.643,4.5360000000000005,17.065,,,21.083000000000002,2.802,7.066,,5.33,3.9560000000000004,3.909,6.294,2.4530000000000003,,,4.697,18.794,,,,,,18.2,13.032,,,,16.448,,17.836,,4.1819999999999995,,,,
2016-06-07,8.089,,13.495,10.554,5.377000000000001,2.9939999999999998,3.4339999999999997,5.776,20.428,3.318,3.056,56.815,24.504,43.551,12.3,7.362,,3.01,48.328,5.622000000000001,4.94,5.381,6.199,2.2319999999999998,8.816,17.025,14.269,9.571,8.367,28.541,17.855999999999998,7.684,16.84,21.522,6.437,17.021,19.726,12.552999999999999,9.102,15.198,22.916,11.253,8.388,24.052,10.318,42.518,5.058,,,10.209,5.422000000000001,19.294,6.699,24.781999999999996,9.621,21.166,12.692,13.987,20.576999999999998,6.131,65.899,16.402,23.874000000000002,32.372,12.774000000000001,12.675,6.204,12.884,14.185,11.507,21.381999999999998,5.5489999999999995,5.9639999999999995,3.415,24.160999999999998,,33.019,60.123999999999995,6.382999999999999,9.917,6.586,5.877999999999999,24.872,20.8,5.697,13.716,57.785,36.485,,,,,,,,,,17.565,11.54,8.504,77.883,9.045,14.717,12.43,19.393,,13.667,19.512,16.679000000000002,15.776,16.996,22.779,,,,,10.995,7.808,26.038,2.112,6.41,7.358,6.175,4.523,3.9939999999999998,,4.54,3.5,6.94,14.835999999999999,4.638,15.133,7.273,3.786,10.686,15.824000000000002,5.082,26.111,15.459000000000001,12.696,14.556,6.723,31.256,22.171,11.387,5.022,5.8389999999999995,5.655,18.265,3.827,16.965,23.311,14.193,7.138999999999999,12.123,11.624,22.776999999999997,16.505,4.045,8.31,12.734000000000002,7.4879999999999995,8.665,,12.571,38.414,6.412999999999999,30.951,8.652000000000001,9.712,22.433000000000003,257.319,8.781,15.501,40.784,18.449,12.102,8.624,28.449,9.806000000000001,17.785999999999998,9.732000000000001,12.169,8.38,11.779000000000002,5.381,11.962,24.648000000000003,8.699,29.066999999999997,2.544,21.303,13.988,10.703,,11.642000000000001,5.771,14.437999999999999,33.491,10.36,,,,16.039,,16.702,12.319,4.862,5.672000000000001,7.117999999999999,49.473,,,9.868,5.605,,6.744,4.894,,8.07,,13.094000000000001,6.007000000000001,9.019,22.831,16.348,2.907,3.862,,10.636,,14.9,2.3369999999999997,28.096999999999998,,4.32,39.042,11.948,7.478,6.529,3.475,10.937000000000001,,4.11,23.328000000000003,16.928,3.475,19.936,7.727,,3.3139999999999996,5.5520000000000005,16.845,,,7.515,8.562000000000001,15.970999999999998,9.9,11.972000000000001,,2.9610000000000003,,6.6339999999999995,4.508,16.913,,,21.516,2.775,7.3020000000000005,,5.28,3.965,3.925,6.249,2.46,,,4.713,18.558,,,,,,18.23,12.975,,,,16.937,,17.999000000000002,,4.21,,,,
2016-06-08,8.073,,13.505,10.632,5.367999999999999,2.968,3.409,5.776,20.031,3.292,3.036,56.7,23.886,42.49,12.283,7.401,,2.968,48.17,5.632000000000001,4.96,5.436,6.294,2.2230000000000003,,17.142,14.199000000000002,9.441,8.264,27.976,17.304000000000002,7.596,16.538,22.07,6.426,16.933,19.701,12.380999999999998,8.885,14.769,22.245,11.02,8.737,23.968000000000004,10.017999999999999,41.605,5.0089999999999995,,,10.16,5.39,18.969,6.593,24.398000000000003,9.538,22.329,12.654000000000002,14.122,20.531999999999996,6.1129999999999995,64.579,16.173,,33.08,12.509,12.485,6.756,12.805,14.024000000000001,11.713,22.697,5.395,5.874,3.418,24.754,,32.363,59.231,6.199,10.142999999999999,6.537000000000001,5.71,24.768,20.741999999999997,5.696000000000001,13.876,55.435,35.84,,,,,,,,,,17.394000000000002,11.765999999999998,8.404,76.471,8.89,14.57,12.243,19.016,,13.467,19.316,16.345,15.747,16.586,22.331999999999997,,,,,10.977,7.744,26.085,2.07,6.401,7.351,6.175,4.506,3.978,,4.54,3.529,6.797000000000001,14.745999999999999,4.62,15.107000000000001,7.247000000000001,3.766,10.686,15.847999999999999,5.091,26.017,15.450999999999999,12.55,13.922,6.655,31.905,22.569000000000003,11.27,5.1,5.711,5.605,18.142,3.8560000000000003,16.67,22.851,14.239,6.86,12.155,11.875,22.656,16.772000000000002,4.019,8.199,12.505,7.431,8.712,10.421,12.394,37.854,6.365,32.924,8.833,9.83,22.236,254.013,8.717,15.702,39.888000000000005,18.239,12.078,8.668,28.203000000000003,9.831,17.605999999999998,9.802999999999999,12.1,8.316,11.767000000000001,5.343999999999999,11.907,24.059,8.738999999999999,27.964000000000002,2.553,20.541,13.979000000000001,10.72,,11.517999999999999,5.787999999999999,14.324000000000002,33.861999999999995,10.475999999999999,,,,16.307000000000002,,16.56,12.297,4.8469999999999995,5.567,7.09,48.875,,,9.882,5.497999999999999,,6.697,4.859,,8.113999999999999,,13.094000000000001,6.024,8.974,22.575,16.266,2.892,3.949,,10.294,,14.582,2.344,28.105,,4.313,38.555,13.145,7.394,6.483,3.467,11.136,,4.02,23.285,16.782,3.4560000000000004,20.011,7.656000000000001,,3.3139999999999996,5.5329999999999995,16.31,,,7.544,8.535,15.895,9.918,12.135,,2.9610000000000003,,6.629,4.508,16.734,,,21.526,2.784,7.223,,5.37,3.937,3.8930000000000002,6.24,2.468,,,4.697,18.533,,,,,,18.042,12.842,,,,17.111,,17.807000000000002,,4.107,,,,
2016-06-13,7.943,,12.889000000000001,9.906,5.189,2.905,3.342,5.528,19.695,3.2030000000000003,2.9210000000000003,54.941,22.96,42.907,12.058,6.947,,2.886,46.356,5.593999999999999,4.7,5.287000000000001,6.33,2.157,,16.646,13.526,8.993,7.984,27.329,16.964000000000002,7.428,16.266,20.605,6.297000000000001,16.708,18.041,11.873,8.326,14.437999999999999,21.135,10.544,8.238999999999999,22.973000000000003,9.145,38.348,4.715,,,9.793,5.224,17.089000000000002,6.334,23.788,9.181000000000001,20.64,12.23,13.154000000000002,20.488000000000003,5.877999999999999,63.224,15.294,,30.08,11.755,11.737,6.332999999999999,12.5,13.588,10.809000000000001,21.123,5.0680000000000005,5.652,3.299,24.965999999999998,,32.135999999999996,56.375,5.695,9.94,6.1129999999999995,5.226,23.645,19.4,5.522,13.644,51.535,33.216,,,,,,,,,,16.824,10.835,8.161,71.705,8.172,13.627,11.485,18.748,,12.839,18.160999999999998,15.62,14.173,14.927,21.674,,,,,10.849,7.617000000000001,25.686999999999998,1.999,6.18,7.249,6.14,4.3919999999999995,3.886,,4.454,3.4339999999999997,6.537999999999999,14.045,4.4910000000000005,14.725,6.982,3.69,10.201,15.607999999999999,4.918,25.236,15.245999999999999,11.907,13.388,6.52,30.893,21.544,10.780999999999999,4.862,5.47,5.305,17.577,3.685,15.853,21.441999999999997,14.056,6.1770000000000005,11.944,11.481,21.785999999999998,16.172,3.8710000000000004,7.78,12.172,7.11,8.54,10.939,11.975999999999999,36.814,6.053999999999999,32.973,8.222000000000001,10.384,21.596999999999998,247.326,8.349,17.024,36.545,16.414,11.640999999999998,7.919,28.184,9.562999999999999,16.559,9.67,11.831,8.062000000000001,11.383,5.016,11.619000000000002,21.653000000000002,8.709,26.951,2.501,19.627,13.453,9.747,,10.908,5.684,13.892999999999999,33.042,10.368,,,,15.4,,15.839,11.677,4.779,5.399,6.881,48.64,,,9.568,5.172999999999999,,6.584,4.665,,7.782,,13.009,5.848,8.655,21.04,15.495,2.736,3.888,,9.296,,14.065999999999999,2.322,27.799,,4.258,37.03,12.732999999999999,6.992999999999999,6.172000000000001,3.451,10.425999999999998,,3.86,23.147,16.199,3.346,19.274,7.39,,3.235,5.327999999999999,15.620999999999999,,,7.3020000000000005,8.156,14.975,9.385,11.685,,2.905,,6.529,4.341,16.144000000000002,,,21.026,2.838,6.84,,5.09,3.815,3.862,6.0489999999999995,2.424,,,4.548,17.016,,,,,,17.776,11.702,,,,18.323,,17.53,,3.975,,,,
2016-06-14,7.996,,12.908,9.887,5.197,2.905,3.475,5.5489999999999995,19.942,3.2110000000000003,2.94,55.136,24.141,46.346000000000004,12.015,7.025,,2.8939999999999997,47.438,5.726,4.715,5.282,6.461,2.157,,16.432000000000002,13.569,9.273,7.956,27.703000000000003,17.229,7.422999999999999,16.372,20.203,6.236000000000001,17.049,18.075,11.924000000000001,8.269,14.512,21.31,10.593,8.0,23.715999999999998,8.986,38.09,4.933,,,9.863,5.152,17.244,6.34,23.816999999999997,9.346,20.508000000000003,12.210999999999999,13.505,20.555,5.95,64.668,15.475999999999999,26.259,29.840999999999998,12.046,11.536,6.353,12.683,13.588,10.777999999999999,20.831,5.077,5.625,3.242,26.068,,31.613000000000003,56.001999999999995,5.777,10.369000000000002,6.138999999999999,5.388999999999999,23.509,19.534000000000002,5.502999999999999,14.429,50.162,33.643,,,,,,,,,,16.819000000000003,11.571,8.345,71.971,8.2,13.696,11.402000000000001,19.145,,12.800999999999998,18.305999999999997,15.477,13.87,14.728,21.735,,,,,10.855,7.622999999999999,25.326999999999998,2.006,6.172000000000001,7.271,6.195,4.41,3.8930000000000002,,4.462,3.4339999999999997,6.577000000000001,14.126,4.546,14.776,6.974,3.7089999999999996,10.667,15.423,4.91,25.094,15.345,11.985,13.565999999999999,6.626,30.45,21.435,10.866,4.89,5.49,5.324,17.483,3.7510000000000003,15.92,21.066999999999997,14.001,6.522,11.925,11.745999999999999,21.934,16.172,3.716,7.845,12.277000000000001,7.138,8.501,10.39,11.975999999999999,36.961,5.941,33.522,8.277000000000001,10.245,21.889,252.59599999999998,8.482000000000001,16.954,36.382,16.165,11.488,7.892,27.728,9.379,16.302,9.509,11.822000000000001,8.081,11.306,5.058,11.642999999999999,21.154,8.689,26.951,2.51,20.145,13.544,9.73,,10.908,5.65,14.13,32.388000000000005,10.269,,,,15.65,,15.734000000000002,11.707,4.7860000000000005,5.428,7.1739999999999995,48.758,,,9.568,5.242000000000001,,6.593,4.665,,7.877999999999999,,13.06,5.876,8.628,21.4,15.835,2.748,3.827,,9.231,,14.149000000000001,2.329,27.956999999999997,,4.281000000000001,37.535,12.321,6.834,6.162000000000001,3.475,10.616,,3.86,23.199,16.235,3.355,19.414,7.443,,3.265,5.327999999999999,15.667,,,7.282,8.174,15.09,9.448,11.8,,2.9210000000000003,,6.529,4.369,16.206,,,20.862,2.784,6.879,,5.13,3.805,3.8930000000000002,6.067,2.438,,,4.598,17.000999999999998,,,,,,17.752,11.92,,,,18.611,,17.119,,3.938,,,,
2016-06-15,8.027000000000001,,13.173,10.377,5.263,2.9410000000000003,3.492,5.617999999999999,20.119,3.2710000000000004,2.978,55.555,24.804000000000002,47.103,12.283,7.16,,2.935,48.74100000000001,5.7829999999999995,4.822,5.3660000000000005,6.655,2.195,,16.762999999999998,13.770999999999999,9.655,8.087,28.569000000000003,17.969,7.577999999999999,16.523,20.934,6.537000000000001,17.171,18.62,12.045,8.464,14.838,22.206,10.787,8.088,24.625999999999998,9.649,41.903,5.053,,,10.015,5.319,17.859,6.654,25.258000000000003,9.48,21.744,12.557,13.892000000000001,20.576999999999998,6.079,65.943,15.877,28.888,32.821,12.475999999999999,11.880999999999998,6.67,12.878,13.929,11.17,22.153000000000002,5.279,5.805,3.304,26.209,,32.509,58.043,6.025,11.1,6.265,5.648,23.898000000000003,19.97,5.598,14.625,50.901,35.001,,,,,,,,,,17.151,12.722999999999999,8.575,74.074,8.475,14.128,11.832,19.998,,13.001,18.824,16.011,14.325,16.185,22.055,,,,,10.824000000000002,7.7379999999999995,25.555,2.041,6.223,7.263999999999999,6.209,4.471,3.9160000000000004,,4.513999999999999,3.449,6.749,14.324000000000002,4.601,14.784,7.042000000000001,3.728,10.773,15.752,5.022,25.518,15.474,12.2,13.982000000000001,6.8,31.374000000000002,21.873,11.072000000000001,4.9510000000000005,5.59,5.489,17.652,3.827,16.3,21.451999999999998,14.09,6.676,12.32,12.578,22.258000000000003,16.605,3.813,7.994,12.495999999999999,7.251,8.509,10.258,12.209000000000001,37.746,6.101,34.494,8.514,10.581,22.349,256.059,9.009,18.065,37.879,17.441,11.617,8.148,27.994,9.488,16.552,9.847000000000001,12.107999999999999,8.189,11.495,5.224,11.899000000000001,22.241999999999997,8.769,27.476999999999997,2.536,20.644000000000002,13.589,10.075,,11.345999999999998,5.693,14.28,32.993,10.302,,,,16.011,,16.038,11.895999999999999,4.809,5.439,7.4110000000000005,50.385,,,9.64,5.372999999999999,,6.697,4.736000000000001,,8.035,,13.068,5.871,8.701,21.836,15.981,2.806,3.888,,9.749,,14.472999999999999,2.329,27.956999999999997,,4.297,37.835,13.557,6.825,6.2170000000000005,3.467,11.084000000000001,,3.91,23.164,16.436,3.41,19.517,7.7,,3.29,5.365,15.902000000000001,,,7.379,8.327,15.454,9.566,11.924000000000001,,2.929,,6.556,4.416,16.725,,,21.526,2.847,7.046,,5.2,3.862,3.885,6.131,2.438,,,4.631,17.528,,,,,,17.879,12.205,,,,20.475,,17.415,,4.163,,,,
